award_id_piid,current_total_value_of_award,recipient_name,financial_year,uniqueness,years
70CDCR18P00000023,21250,"HIGHLANDS RANCH LAW ENFORCEMENT TRAINING FOUNDATION, THE",2018,multi-year,multi-year
HSCEDM17P00015,21250,"HIGHLANDS RANCH LAW ENFORCEMENT TRAINING FOUNDATION, THE",2018,multi-year,multi-year
70CDCR18FIGR00225,22500,HARIOM INC.,2018,multi-year,multi-year
HSCEDM17P00102,23686.8,"ENVISION, INC.",2018,multi-year,multi-year
70CTD018FR0000088,24797.24,PATRIOT COMM,2018,multi-year,multi-year
HSCEDM17F00073,28975,"GALLS, INC",2018,multi-year,multi-year
HSCEMS16P00042,29500,WEBSEDGE LTD,2018,multi-year,multi-year
HSCEMR16P00030,31030,"AERO MOBILITY, INC.",2018,multi-year,multi-year
HSCETE17J00338,33180,"IMMIXTECHNOLOGY, INC.",2018,multi-year,multi-year
HSCETE17F00010,33663.9,ANNAMS SYSTEMS CORPORATION,2018,multi-year,multi-year
HSCEMD16P00051,34434.24,"SUPREME SECURITY SYSTEMS, INC.",2018,multi-year,multi-year
HSCEMS08F00026,37118.17,"CUBIC GLOBAL DEFENSE, INC.",2018,multi-year,multi-year
70CDCR18FR0000010,38309.91,"LUXFER MAGTECH, INC.",2018,multi-year,multi-year
HSCEMD16P00099,38400,"MOUNTAIN RF SENSORS, INC",2018,multi-year,multi-year
70CMSD18P00000058,42265,CARIBBEAN SCHOOL INC.,2018,multi-year,multi-year
HSCEMS16F00051,43116.41,"DATUM FILING SYSTEMS, INC.",2018,multi-year,multi-year
70CDCR18P00000104,43580,"BREDE-WASHINGTON, INC.",2018,multi-year,multi-year
HSCEMS16F00046,47183.83,FRANKLIN COVEY CLIENT SALES INC,2018,multi-year,multi-year
HSCEDM13P00104,49500,"R A MECHANICAL & SONS, INC.",2018,multi-year,multi-year
HSCEMS16P00020,52434.63,HILL & MAC GUNWORKS LLC,2018,multi-year,multi-year
HSCEDM13F00034,58195.56,"UNIFORMS MANUFACTURING, INC.",2018,multi-year,multi-year
HSCEMD16P00015,60300,"CLOSE QUARTERS TACTICAL, LLC",2018,multi-year,multi-year
HSCEMD16P00076,60335,CARIBBEAN SCHOOL INC.,2018,multi-year,multi-year
HSCEMD15F00139,63868.8,"CARTRIDGE TECHNOLOGIES, INC.",2018,multi-year,multi-year
HSCEMD16P00127,73003,UNIVERSITY OF ALABAMA AT BIRMINGHAM,2018,multi-year,multi-year
70CMSD18FR0000021,82532.42,RIMAGE CORPORATION,2018,multi-year,multi-year
HSCEMS16F00056,85484,"CORPORATE EXECUTIVE BOARD COMPANY, THE",2018,multi-year,multi-year
70CMSW18FC0000005,106000,"JDG ASSOCIATES, INC.",2018,multi-year,multi-year
HSCEMS16J00016,110715,HECKLER & KOCH DEFENSE INC.,2018,multi-year,multi-year
HSCEMS16F00058,115460,ELEVATION LIMITED,2018,multi-year,multi-year
HSCEMD16P00075,129450,"INCIDENT COMMUNICATION SOLUTIONS, LLC",2018,multi-year,multi-year
HSCEDM16J00041,181125,HARIOM INC.,2018,multi-year,multi-year
HSCEMS16P00068,206978.5,"SAF ENG ASSOCIATES, INC",2018,multi-year,multi-year
HSCEMS16F00036,235000,"JDG ASSOCIATES, INC.",2018,multi-year,multi-year
HSCEDM17J00028,240000,HARIOM INC.,2018,multi-year,multi-year
70CMSD18FR0000075,241211,"GOVSMART, INC.",2018,multi-year,multi-year
HSCEMD16P00044,282274,"INCIDENT COMMUNICATION SOLUTIONS, LLC",2018,multi-year,multi-year
70CTD018FC0000056,338022,"IMMIXTECHNOLOGY, INC.",2018,multi-year,multi-year
70CMSD18FR0000041,351625,RIMAGE CORPORATION,2018,multi-year,multi-year
70CTD018FC0000057,364573.04,"IMMIXTECHNOLOGY, INC.",2018,multi-year,multi-year
HSCETE17J00243,365924.04,"UNISTAR-SPARCO COMPUTERS, INC.",2018,multi-year,multi-year
HSCETC16P00006,446400,"FEENEY WIRELESS, LLC",2018,multi-year,multi-year
70CDCR18FC0000003,591187.55,"T.Q.M., INC.",2018,multi-year,multi-year
HSCEDM16J00033,616312.45,"T.Q.M., INC.",2018,multi-year,multi-year
70CDCR18FC0000002,623521.16,"AMERICAN PURCHASING SERVICES, LLC",2018,multi-year,multi-year
70CTD018FC0000068,830240.13,GTSI CORP.,2018,multi-year,multi-year
HSCEDM16J00026,854980.84,"AMERICAN PURCHASING SERVICES, LLC",2018,multi-year,multi-year
70CTD018FC0000054,1058594.33,GTSI CORP.,2018,multi-year,multi-year
HSCETE15J00222,1242212,"SNAP, INC.",2018,multi-year,multi-year
70CDCR18P00000108,100,EXECUTIVE OFFICE OF THE STATE OF NORTH CAROLINA,2018,multi-year,multi-year
HSCEDM17P00076,100,EXECUTIVE OFFICE OF THE STATE OF NORTH CAROLINA,2018,multi-year,multi-year
70CDCR18P00000047,156.4,PACER SERVICE CENTER,2018,multi-year,multi-year
70CMSD18P00000087,525,CRIME INFORMATION CENTER ARKANSAS,2018,multi-year,multi-year
HSCEDM15P00062,960,"BONNER, COUNTY OF",2018,multi-year,multi-year
HSCETE09J00447,1305.24,SPRINT COMMUNICATIONS COMPANY L.P.,2018,multi-year,multi-year
HSCEDM17P00103,1497.16,"BRANDED GLOBAL PARTNERS, LLC",2018,multi-year,multi-year
70CMSW18FC0000006,1776.62,PRICE MODERN LLC,2018,multi-year,multi-year
70CDCR18P00000102,2136.76,"SANTA CLARA, COUNTY OF",2018,multi-year,multi-year
70CMSD18FR0000003,2434,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
HSCEMD17F00107,2582.4,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
HSCEMS17F00062,2598.75,CHIEF SUPPLY CORPORATION,2018,multi-year,multi-year
HSCEMS17J00044,2717.28,"RUAG AMMOTEC USA, INC.",2018,multi-year,multi-year
70CMSD18FR0000009,2997,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
HSCEMD17F00259,3299.45,"ASE DIRECT, INC.",2018,multi-year,multi-year
HSCEMS17P00032,3357,WMK SAN ANTONIO LLC,2018,multi-year,multi-year
HSCEMS17F00069,3369.6,"AFFORDABLE INTERIOR SYSTEMS, INC.",2018,multi-year,multi-year
HSCEMR17P00004,3490,NEAL R GROSS AND COMPANY INC,2018,multi-year,multi-year
HSCEMS17J00043,3522.6,NPEE L.C,2018,multi-year,multi-year
70CMSW18FC0000067,3553.25,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMD17P00024,3766.5,"ADAMS EVIDENCE GRADE TECHNOLOGY, INC.",2018,multi-year,multi-year
HSCEMS17J00076,3797.46,INTERNATIONAL CARTRIDGE CORPORATION,2018,multi-year,multi-year
HSCEMD17F00182,3880.09,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
HSCEMD17P00054,3890.45,CLEATECH LLC,2018,multi-year,multi-year
HSCETC13J00188,3962.74,"WILDFLOWER INTERNATIONAL, LTD.",2018,multi-year,multi-year
70CMSD18FR0000127,4000,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
HSCEMS17P00038,4078,"SPRINGFIELD, L.L.C.",2018,multi-year,multi-year
HSCEDM17P00088,4080,PACER SERVICE CENTER,2018,multi-year,multi-year
HSCEMD17F00145,4149,"CONFERENCE TECHNOLOGIES, INC.",2018,multi-year,multi-year
70CDCR18FR0000033,4175.7,SETCAN CORPORATION,2018,multi-year,multi-year
HSCEMD17F00164,4192.62,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
70CMSD18FR0000108,4193.12,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
70CMSD18FR0000119,4227.36,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
70CMSD18FR0000019,4256.45,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
70CDCR18FR0000041,4340,RELX INC.,2018,multi-year,multi-year
70CMSD18FR0000031,4394.68,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
HSCEMD17P00049,4537,CUMMINS-ALLISON CORP.,2018,multi-year,multi-year
70CMSD18P00000039,4785,GPS INTELLIGENCE LLC,2018,multi-year,multi-year
70CMSW18FC0000042,4822.27,PRICE MODERN LLC,2018,multi-year,multi-year
70CTD018P00000004,4922.8,DELL MARKETING L.P.,2018,multi-year,multi-year
70CDCR18FR0000048,4973,BAHFED CORP,2018,multi-year,multi-year
HSCEMD17P00030,5000,B.E. MEYERS & CO. INC.,2018,multi-year,multi-year
HSCEMD17F00091,5000.63,"DAIGGER SCIENTIFIC, INC.",2018,multi-year,multi-year
70CMSW18FC0000029,5038,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMS17P00057,5100,"OFFICE DEPOT, INC.",2018,multi-year,multi-year
HSCEMR17F00004,5358.25,RELX INC.,2018,multi-year,multi-year
70CMSD18P00000041,5521.95,CUMMINS-ALLISON CORP.,2018,multi-year,multi-year
70CMSD18P00000093,5521.95,CUMMINS-ALLISON CORP.,2018,multi-year,multi-year
HSCEMS17P00062,5583.76,ROSAMILIA BUILDERS,2018,multi-year,multi-year
HSCEMD17F00175,5615.92,GLOBAL DATA CENTER INC,2018,multi-year,multi-year
70CMSD18P00000102,5710.74,CDW GOVERNMENT LLC,2018,multi-year,multi-year
HSCEMR17P00008,5874.27,FUTURE FIBRE TECHNOLOGIES (US) INC.,2018,multi-year,multi-year
HSCEMR17F00033,5910.24,"HERGO, ERGONOMIC SUPPORT SYSTEMS, INC.",2018,multi-year,multi-year
70CDCR18FR0000005,5985,RELX INC.,2018,multi-year,multi-year
70CMSD18FR0000121,6045,"ADAPTIVE DIGITAL SYSTEMS, INC.",2018,multi-year,multi-year
HSCEMD17F00006,6049.45,WEBER COMPUTER SUPPLY COMPANY,2018,multi-year,multi-year
70CMSD18P00000057,6093.78,"WEIDENBENNER MARKETING ASSOCIATES, INC.",2018,multi-year,multi-year
HSCEMD17F00147,6120,WECSYS LIMITED LIABILITY COMPANY (6769),2018,multi-year,multi-year
70CMSD18P00000021,6152.08,TIME WARNER CABLE ENTERPRISES LLC,2018,multi-year,multi-year
HSCEMS17J00205,6234.4,INTERNATIONAL CARTRIDGE CORPORATION,2018,multi-year,multi-year
HSCEMS17F00035,6318.5,PRESENTA PLAQUE CORPORATION,2018,multi-year,multi-year
HSCEMD17F00109,6400,"ADAPTIVE DIGITAL SYSTEMS, INC.",2018,multi-year,multi-year
70CMSD18P00000089,6417.12,"ALERT HOLDINGS GROUP, INC.",2018,multi-year,multi-year
HSCEMD17F00033,6577.14,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
HSCEDM17P00096,6590.9,"ATLANTIC PETROLEUM & MINERAL RESOURCES, INC",2018,multi-year,multi-year
HSCEMD17F00124,6627,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
HSCEMD17F00125,6627,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
70CMSW18FC0000026,6707.4,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMS17P00018,6920,"PURPLE COMMUNICATIONS, INC.",2018,multi-year,multi-year
HSCEDM17F00080,6930.04,"ADVANCED EDUCATIONAL PRODUCTS, INC.",2018,multi-year,multi-year
HSCEMD17J00037,7007.87,"WILDFLOWER INTERNATIONAL, LTD.",2018,multi-year,multi-year
70CMSD18P00000042,7140,CUMMINS-ALLISON CORP.,2018,multi-year,multi-year
70CMSW18FR0000049,7427.64,AXISCORE LIMITED LIABILITY COMPANY,2018,multi-year,multi-year
HSCEMS17J00184,7583.71,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMR17P00002,7635,"U.S. LEGAL SUPPORT, INC.",2018,multi-year,multi-year
70CDCR18P00000019,8000,PACER SERVICE CENTER,2018,multi-year,multi-year
HSCEMD17P00068,8000,GRIFFEYE INC.,2018,multi-year,multi-year
HSCEMR17F00005,8087.12,"METRO OFFICE SOLUTIONS, INC.",2018,multi-year,multi-year
70CDCR18FC0000019,8146.8,PREMIER AND COMPANIES INCORPORATED,2018,multi-year,multi-year
HSCEMS17F00025,8159.52,"HAWORTH, INC.",2018,multi-year,multi-year
HSCEMS17F00008,8392,EVACUSLED INC,2018,multi-year,multi-year
HSCEDM17P00079,8490.1,"RITE-KEM, INC.",2018,multi-year,multi-year
70CMSD18FR0000061,8529.96,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
70CMSW18FC0000070,8548,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMD17F00277,8548,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
HSCEMD16P00012,8600,"LONG BEACH, CITY OF",2018,multi-year,multi-year
HSCEMD17P00032,8609.25,"PROGRESSIVE ENVIRONMENTAL SERVICES, INC.",2018,multi-year,multi-year
HSCEMD17P00047,8748,"SCIF SOLUTIONS, INC.",2018,multi-year,multi-year
HSCECR12F00038,8778.61,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
70CMSD18FR0000112,8835,RELX INC.,2018,multi-year,multi-year
HSCEDM17F00010,8969.4,AF&S PRODUCTS AND SERVICES LIMITED LIABILITY COMPANY,2018,multi-year,multi-year
HSCECR12F00054,9051,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
70CMSD18FR0000128,9148.86,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
HSCEDM17P00069,9320,"HOWELL, NATHANIEL",2018,multi-year,multi-year
70CMSD18FR0000027,9412.1,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
HSCEDM17P00097,9640.8,CROSSROADS COURIER INC.,2018,multi-year,multi-year
HSCECR12F00093,9655.23,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
70CMSW18FC0000043,9824.1,PRICE MODERN LLC,2018,multi-year,multi-year
70CMSD18FR0000046,9849.3,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
70CMSW18FC0000036,10000,RED CARROT INC,2018,multi-year,multi-year
70CMSW18FC0000072,10035.64,PRICE MODERN LLC,2018,multi-year,multi-year
70CTD018P00000012,10050,"MAGNET FORENSICS USA, INC.",2018,multi-year,multi-year
70CDCR18P00000012,10074.23,"BOB BARKER COMPANY, INC.",2018,multi-year,multi-year
HSCEMD17F00081,10143,FOX RIVER GRAPHICS,2018,multi-year,multi-year
HSCEDM17P00095,10157.4,"CIH SUPPORT, LLC",2018,multi-year,multi-year
70CMSW18FC0000046,10336,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMD17P00108,10464,"V3GATE, LLC",2018,multi-year,multi-year
70CDCR18P00000103,10500,PACER SERVICE CENTER,2018,multi-year,multi-year
HSCEDM16P00074,10500,PACER SERVICE CENTER,2018,multi-year,multi-year
70CDCR18P00000083,10626,"ASSO FOR THE BLIND AND VISUALLY IMPAIRED-GOODWILL INDUSTRIES OF GREATER ROCHESTER, INC.",2018,multi-year,multi-year
HSCEMS17F00026,10650,"CENTRAL TRANSPORTATION SYSTEMS, INC",2018,multi-year,multi-year
HSCEMD17F00015,10675,"ADVANCED TECHNOLOGY GROUP, INC.",2018,multi-year,multi-year
HSCECR12F00040,10877.3,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
HSCEMD13F00069,11011.2,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
70CMSW18FC0000039,11239.16,PRICE MODERN LLC,2018,multi-year,multi-year
70CMSW18FC0000044,11290.88,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMR17F00029,11522.31,"HERGO, ERGONOMIC SUPPORT SYSTEMS, INC.",2018,multi-year,multi-year
HSCEDM17P00104,11616,"RIVER CITY RANGE, LLC",2018,multi-year,multi-year
HSCEMR17P00005,11743.65,JOLIVA TRUCKING LLC,2018,multi-year,multi-year
HSCEMS17P00066,12350,"NOSLER, INC.",2018,multi-year,multi-year
HSCEMD17P00129,12372,"TRUCKVAULT, INC.",2018,multi-year,multi-year
HSCECR12F00010,12594.14,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
70CDCR18P00000110,13141.44,"SANTA CLARA, COUNTY OF",2018,multi-year,multi-year
HSCEMD17F00120,13261.16,"KEYSIGHT TECHNOLOGIES, INC.",2018,multi-year,multi-year
HSCEDM16P00083,13387.94,TIME WARNER CABLE ENTERPRISES LLC,2018,multi-year,multi-year
HSCETE17F00001,13756,COSTCONTROL USA LLC,2018,multi-year,multi-year
HSCEMR14F00007,13761,SHRED-IT USA LLC,2018,multi-year,multi-year
HSCEMD14F00024,13783.92,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
HSCEDM17J00030,13850,"MACRO COMPANIES, INC.",2018,multi-year,multi-year
HSCEMD15F00141,13974.39,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
HSCEMD17F00031,14324,"CRIME POINT, INC.",2018,multi-year,multi-year
HSCEMS17F00001,15034.8,WITMER ASSOCIATES INCORPORATED,2018,multi-year,multi-year
HSCEMD16F00019,15147,"LEGAL INTERPRETING SERVICES, INC.",2018,multi-year,multi-year
70CMSW18FC0000024,15228.21,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMD17F00017,16206.74,"KYOCERA DOCUMENT SOLUTIONS AMERICA, INC.",2018,multi-year,multi-year
70CDCR18C00000006,16600,"HOWELL, NATHANIEL",2018,multi-year,multi-year
HSCEDM16P00096,16984.92,DEPARTMENT OF EMERGENCY SERVICES AND PUBLIC PROTECTION,2018,multi-year,multi-year
HSCEMS17P00102,17080,"RESPONSE MARKETING, INC.",2018,multi-year,multi-year
70CTD018FR0000026,17235,"EXECUTIVE INFORMATION SYSTEMS,",2018,multi-year,multi-year
HSCEDM17F00001,17356.68,THE GEO GROUP INCORPORATED,2018,multi-year,multi-year
HSCEMD17P00114,18054.73,"WHISPERING PINES ENTERPRISES, LTD",2018,multi-year,multi-year
HSCEDM16P00052,18168,BNC ENTERPRISES LLC,2018,multi-year,multi-year
HSCEMD17F00168,18506.12,"VASTEC, INC.",2018,multi-year,multi-year
HSCEMD17P00135,18778,"ECS FEDERAL, LLC",2018,multi-year,multi-year
70CDCR18FC0000025,18808.65,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMD17P00127,18900,WORD SYSTEMS INC,2018,multi-year,multi-year
HSCEMS17F00058,19288.7,MONTGOMERY MARKETING INC,2018,multi-year,multi-year
70CMSD18FR0000062,19519,"ADAPTIVE DIGITAL SYSTEMS, INC.",2018,multi-year,multi-year
HSCEMD17P00079,19632,CENTRAL PARKING CORPORATION,2018,multi-year,multi-year
HSCEDM17P00021,19755.84,"HDR ENVIRONMENTAL, OPERATIONS AND CONSTRUCTION, INC.",2018,multi-year,multi-year
HSCEDM16P00055,19776,"LONG BEACH, CITY OF",2018,multi-year,multi-year
HSCEMS17P00078,20837.84,"UNITED TACTICAL SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMS17F00004,20923,SPRINT COMMUNICATIONS COMPANY L.P.,2018,multi-year,multi-year
HSCEMD17P00009,21000,ACCESSDATA GROUP INC.,2018,multi-year,multi-year
70CMSD18P00000018,21704,"IBEAGHA, ANTHONY",2018,multi-year,multi-year
HSCEMS17J00199,21889.1,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMS17P00088,21991.43,"AIKEN, R P & SON",2018,multi-year,multi-year
HSCEMS16F00002,22792,TRUSTED TRANSLATIONS INC,2018,multi-year,multi-year
HSCEMS17F00072,23132.85,AMERICAN TONER & INK,2018,multi-year,multi-year
70CMSW18FC0000020,23160.26,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMS17J00173,23609.26,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMR17F00044,23775.12,"HAWORTH, INC.",2018,multi-year,multi-year
HSCEMD17J00042,23843.94,"WILDFLOWER INTERNATIONAL, LTD.",2018,multi-year,multi-year
HSCECR15P00016,24650,COUNTY OF CLARK,2018,multi-year,multi-year
70CMSD18P00000046,25000,"MAGNET FORENSICS USA, INC.",2018,multi-year,multi-year
70CDCR18P00000056,25426.56,"ENVISION XPRESS, INC.",2018,multi-year,multi-year
HSCEMS17J00166,25742.6,PRICE MODERN LLC,2018,multi-year,multi-year
HSCECR12F00053,26782.2,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
70CMSD18P00000023,27380,CELLEBRITE INC.,2018,multi-year,multi-year
70CMSD18FR0000064,27998.61,AHURA SCIENTIFIC INC.,2018,multi-year,multi-year
HSCEDM15P00074,28000,PACER SERVICE CENTER,2018,multi-year,multi-year
HSCEDM15P00005,28406.2,UNIFIRST CORPORATION,2018,multi-year,multi-year
HSCEMD17P00060,28500,MATT BURNS LTD,2018,multi-year,multi-year
70CMSW18FR0000047,28991.32,"HERGO, ERGONOMIC SUPPORT SYSTEMS, INC.",2018,multi-year,multi-year
HSCEDM17P00006,29232,C & M TRUCK & TIRE REPAIR CORP,2018,multi-year,multi-year
HSCEMS17F00060,29639.61,"BOTTOM LINE MILITARY SALES, LLC",2018,multi-year,multi-year
HSCECR13F00006,31367.43,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
HSCEMS17J00191,31573.13,PRICE MODERN LLC,2018,multi-year,multi-year
70CMSW18FC0000058,31718.06,PRICE MODERN LLC,2018,multi-year,multi-year
70CMSW18FC0000057,31897.81,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMD17P00066,32719,"CAPITAL COMPRESSOR, INC.",2018,multi-year,multi-year
HSCEDM17P00020,34344,SAN DIEGO ASSOCIATION OF GOVERNMENTS,2018,multi-year,multi-year
HSCEMD17F00088,34876.8,DELUXE DELIVERY SYSTEMS INC.,2018,multi-year,multi-year
HSCEMS17J00170,35641.06,PRICE MODERN LLC,2018,multi-year,multi-year
70CMSW18P00000024,35700,"SIMON WIESENTHAL CENTER, INC.",2018,multi-year,multi-year
HSCEMR17P00009,35700,"SIMON WIESENTHAL CENTER, INC.",2018,multi-year,multi-year
HSCEDM16J00032,35935.2,"METRO OFFICE PRODUCTS, LLC",2018,multi-year,multi-year
70CDCR18C00000005,36157.44,"GOOD SOURCE SOLUTIONS, INC.",2018,multi-year,multi-year
HSCEMS17F00009,38139,WINNOW MANAGEMENT CORPORATION,2018,multi-year,multi-year
HSCEMR17F00011,39199.93,"HAWORTH, INC.",2018,multi-year,multi-year
HSCECR17P00008,39869,SAN DIEGO ASSOCIATION OF GOVERNMENTS,2018,multi-year,multi-year
HSCEMD17F00226,39962,NORD ATLANTIC TRADING INC,2018,multi-year,multi-year
70CMSD18FC0000004,40005,"VASTEC, INC.",2018,multi-year,multi-year
HSCETC17P00006,40757.82,CARAHSOFT TECHNOLOGY CORP.,2018,multi-year,multi-year
HSCEMS17F00063,41593.5,AMRON INTERNATIONAL DIVING SUPPLY INCORPORATED,2018,multi-year,multi-year
HSCECR15P00006,41692,"BEST-TEC ASBESTOS ABATEMENT, INC.",2018,multi-year,multi-year
HSCEMS17P00099,42000,"TOMAHAWK DEFENSE, LLC",2018,multi-year,multi-year
HSCEMD17F00160,42363.56,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
HSCEMD17F00007,43148.48,AHURA SCIENTIFIC INC.,2018,multi-year,multi-year
HSCEMR17F00049,43353.88,"CBT SUPPLY, INC.",2018,multi-year,multi-year
HSCEMD17F00082,43592.4,"KONICA MINOLTA BUSINESS SOLUTIONS U.S.A., INC.",2018,multi-year,multi-year
HSCEMD17F00117,43935.16,AHURA SCIENTIFIC INC.,2018,multi-year,multi-year
HSCEDM16P00122,44496,B & K TECHNOLOGY SOLUTIONS INC,2018,multi-year,multi-year
HSCEDM13P00105,45707.67,"B.V. OIL COMPANY, INC.",2018,multi-year,multi-year
HSCEMD17P00015,46120,"RIGAKU ANALYTICAL DEVICES, INC.",2018,multi-year,multi-year
HSCEMD17P00059,47345,SUSTEEN INC,2018,multi-year,multi-year
HSCEMD17J00139,47755.68,"MA FEDERAL, INC.",2018,multi-year,multi-year
HSCETC14P00027,47820,TELCO SOLUTIONS INC,2018,multi-year,multi-year
HSCEDM17P00072,48530.4,TIME WARNER CABLE ENTERPRISES LLC,2018,multi-year,multi-year
HSCECR12F00031,48963,SHARP ELECTRONICS CORPORATION,2018,multi-year,multi-year
70CDCR18P00000089,49224,"ASSO FOR THE BLIND AND VISUALLY IMPAIRED-GOODWILL INDUSTRIES OF GREATER ROCHESTER, INC.",2018,multi-year,multi-year
70CMSW18FC0000066,49835.42,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEDM17P00080,50000,GO & ZALEZ INC.,2018,multi-year,multi-year
HSCEMD17F00113,50000,WATCH SYSTEMS LIMITED LIABILITY COMPANY,2018,multi-year,multi-year
HSCEMD17P00057,51001.65,"MOTIONDSP, INC.",2018,multi-year,multi-year
HSCETE12J00052,51812.16,SPRINT COMMUNICATIONS COMPANY L.P.,2018,multi-year,multi-year
70CMSD18P00000015,55262.43,TECHOPS SPECIALTY VEHICLES LLC,2018,multi-year,multi-year
70CTD018FR0000096,56370.22,"EMERGENT, LLC",2018,multi-year,multi-year
HSCEMR16P00028,57968.08,"C.F.I. DELIVERY, LTD.",2018,multi-year,multi-year
HSCEMS17J00033,58196,"GLOCK, INC.",2018,multi-year,multi-year
HSCEMS17F00067,61322.85,"MEDALCRAFT MINT INC., THE",2018,multi-year,multi-year
HSCEMD15F00041,62415,"ALTA LANGUAGE SERVICES, INC",2018,multi-year,multi-year
HSCEMD17P00091,66000,PACER SERVICE CENTER,2018,multi-year,multi-year
HSCEMD12P00105,72203.3,TECHNICAL MAINTENANCE AND SERVICES CORP,2018,multi-year,multi-year
HSCEDM15F00073,73463.55,SPERRY WEST INC,2018,multi-year,multi-year
HSCEMR17F00017,74979.15,"HAWORTH, INC.",2018,multi-year,multi-year
HSCEMD17F00265,75856.46,"VASTEC, INC.",2018,multi-year,multi-year
HSCEMS17P00020,77440,"GLOCK, INC.",2018,multi-year,multi-year
HSCEMS17J00193,79097.29,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMD17F00279,81252.78,NELSON ENTERPRISE TECHNOLOGY SERVICES LLC,2018,multi-year,multi-year
HSCEMS17J00026,82562.55,"LC INDUSTRIES, INC.",2018,multi-year,multi-year
70CMSW18FC0000041,87841.41,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMD17F00240,89853.9,GOVERNMENT SCIENTIFIC SOURCE INCORPORATED,2018,multi-year,multi-year
HSCEMD17F00047,90252.51,"CBT NUGGETS, LLC",2018,multi-year,multi-year
HSCEMS17F00043,98312.73,"SPACESAVER STORAGE SYSTEMS, INC.",2018,multi-year,multi-year
HSCETE17P00076,99277.17,"OPTIVOR TECHNOLOGIES, L.L.C.",2018,multi-year,multi-year
70CMSW18FC0000063,99498.13,PRICE MODERN LLC,2018,multi-year,multi-year
HSCEMS17P00027,99799,"SIG SAUER, INC",2018,multi-year,multi-year
HSCEMS15P00016,100360,ROSAMILIA BUILDERS,2018,multi-year,multi-year
70CMSW18FC0000062,100675.17,PRICE MODERN LLC,2018,multi-year,multi-year
70CMSW18P00000008,101172.4,"UNITED TACTICAL SYSTEMS, LLC",2018,multi-year,multi-year
HSCEMD17F00233,101310.72,ADAPT PHARMA INC.,2018,multi-year,multi-year
70CMSW18FC0000022,101441.97,PRICE MODERN LLC,2018,multi-year,multi-year
