award_id,recipient_name,parent_name,recipient_city,recipient_state,current_total_value,potential_total_value,awarding_office_name,awarding_office_cat,naics_description,naics_cat,award_description,product_combo,company_combo
HSCEDM14F00011,Alutiiq Diversified Services,Afognak Native,Anchorage,AK,5135635.83,5573643.41,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Facilities Maintenance Solicitation,Administrative Management||Consulting,Alutiiq Diversified Services||Afognak Native
HSCEDM16P00072,Hartford Parking Authority,Hartford Parking Authority,Hartford,CT,38280,64020,Detention Compliance And Removals,Detention Compliance And Removals,Parking,Transportation,Secure Parking for Ero Boston Field Office,Parking||Transportation,Hartford Parking Authority||Hartford Parking Authority
70CMSD18FR0000099,SAI Systems International,SAI Systems International,Shelton,CT,4037,4037,Mission Support Dallas,Mission Support,Barcode Scanners,IT,Barcode Scanners and Software Required to Track and Process Individuals and Catalog Seized Evidence,Barcode Scanners||IT,SAI Systems International||SAI Systems International
HSCEDM16P00096,Department of Emergency Services and Public Protection,State of Connecticut,Middletown,CT,16984.92,28032.26,Detention Management - Laguna,Detention Management,Databases,IT,Access to State of Connecticut Collect Database,Databases||IT,Department of Emergency Services and Public Protection||State of Connecticut
70CMSD18P00000021,Time Warner Cable Enterprises,Time Warner Cable Enterprises,Stamford,CT,6152.08,6152.08,Mission Support Dallas,Mission Support,Cable & Wifi,Telecom,Cable/Internet Srvc Opr San Antonio and Laredo Offices,Cable & Wifi||Telecom,Time Warner Cable Enterprises||Time Warner Cable Enterprises
HSCETC17J00024,Acuity,Acuity,Washington,DC,5576137,11865530,Information Technology Division,Information Technology,Databases,IT,ICE Data Reporting System (IDRS) Operations and Maintenance (O&M) Support Services,Databases||IT,Acuity||Acuity
70CTD018FR0000089,Acuity,Acuity,Washington,DC,1830880.32,7433266.32,Information Technology Division,Information Technology,Software Licenses,IT,Sevis School/Program Certification and Designation (CAD),Software Licenses||IT,Acuity||Acuity
HSCETC15J00064,Acuity,Acuity,Washington,DC,1160801.52,2032941.48,Mission Support Washington,Mission Support,Software Licenses,IT,Sevp Admissibility Indicator O&M Support Services,Software Licenses||IT,Acuity||Acuity
HSCEMD17J00125,Akira Technologies,Akira Technologies,Washington,DC,14668.18,14668.18,Mission Support Dallas,Mission Support,Computers,IT,Computers,Computers||IT,Akira Technologies||Akira Technologies
HSCETE17J00390,Akira Technologies,Akira Technologies,Washington,DC,66263.6,66263.6,Information Technology Division,Information Technology,Network,IT,Wireless Lan Controller and Access Point Licenses and Support,Network||IT,Akira Technologies||Akira Technologies
70CTD018FR0000011,Akira Technologies,Akira Technologies,Washington,DC,16067.04,16067.04,Information Technology Division,Information Technology,Software Licenses,IT,Cisco Products,Software Licenses||IT,Akira Technologies||Akira Technologies
70CTD018FR0000050,Akira Technologies,Akira Technologies,Washington,DC,456454.5,456454.5,Information Technology Division,Information Technology,Software Licenses,IT,Firstsource Ii-Hubzone Socioeconomic Category,Software Licenses||IT,Akira Technologies||Akira Technologies
70CTD018FR0000063,Akira Technologies,Akira Technologies,Washington,DC,5098.57,5098.57,Information Technology Division,Information Technology,Software Licenses,IT,Firstsource Ii,Software Licenses||IT,Akira Technologies||Akira Technologies
70CTD018FR0000083,Akira Technologies,Akira Technologies,Washington,DC,442538.28,442538.28,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,Akira Technologies||Akira Technologies
70CTD018FR0000104,Akira Technologies,Akira Technologies,Washington,DC,3200,3200,Information Technology Division,Information Technology,Software Licenses,IT,Renewal of 8 Tableau Licenses for Ocfo Personnel,Software Licenses||IT,Akira Technologies||Akira Technologies
70CTD018FR0000107,Akira Technologies,Akira Technologies,Washington,DC,2790.46,2790.46,Information Technology Division,Information Technology,Software Licenses,IT,Computers,Software Licenses||IT,Akira Technologies||Akira Technologies
HSCEMD17J00043,Akira Technologies,Akira Technologies,Washington,DC,324999.99,324999.99,Mission Support Dallas,Mission Support,Software Licenses,IT,Software Licenses,Software Licenses||IT,Akira Technologies||Akira Technologies
HSCETE15J00444,Akira Technologies,Akira Technologies,Washington,DC,12852,12852,Information Technology Division,Information Technology,Software Licenses,IT,Getdata Virtual Forensics Computing 2 Software Maintenance and Support,Software Licenses||IT,Akira Technologies||Akira Technologies
HSCETE17J00332,Akira Technologies,Akira Technologies,Washington,DC,165784.28,248676.42,Information Technology Division,Information Technology,Software Licenses,IT,Tableau Desktop Professional and Server Licenses and Maintenance Services,Software Licenses||IT,Akira Technologies||Akira Technologies
HSCETE17J00351,Akira Technologies,Akira Technologies,Washington,DC,346612.81,346612.81,Information Technology Division,Information Technology,Software Licenses,IT,Datameer Production License-Option Period Ii,Software Licenses||IT,Akira Technologies||Akira Technologies
HSCEMD17J00112,Akira Technologies,Akira Technologies,Washington,DC,14100,14100,Mission Support Dallas,Mission Support,Surveillance Equipment,IT,Biometric Finger Print Scanners,Surveillance Equipment||IT,Akira Technologies||Akira Technologies
HSCETE14J00273,Akira Technologies,Akira Technologies,Washington,DC,2126594.1,2582436.75,Information Technology Division,Information Technology,Surveillance Equipment,IT,Emergency Notification System,Surveillance Equipment||IT,Akira Technologies||Akira Technologies
HSCEMR14P00004,American Immigration Lawyers Association,American Immigration Lawyers Association,Washington,DC,53101.2,53101.2,Mission Support Dallas,Mission Support,News,IT,Aila Link Licensing,News||IT,American Immigration Lawyers Association||American Immigration Lawyers Association
HSCETC16J00036,DKW Communications,DKW Communications,Washington,DC,1031158.47,1703552.07,Mission Support Washington,Mission Support,Data Vizualization,IT,Operations and Maintenance (O&M) Support for the Ideal and Lims System.,Data Vizualization||IT,DKW Communications||DKW Communications
HSCEMS16F00058,Elevation,Elevation,Washington,DC,115460,115460,Mission Support Washington,Mission Support,Administrative Management,Printing & Publishing,ICE Wide Communication and Outreach Support,Administrative Management||Printing & Publishing,Elevation||Elevation
HSCEMS16F00057,Ernst & Young,Ernst & Young,Washington,DC,3902118.42,6059478.42,Mission Support Washington,Mission Support,Accounting,Financial,"Accounting, Program Management, Budgeting&Financial Support Services",Accounting||Financial,Ernst & Young||Ernst & Young
HSCEMS14F00076,Ernst & Young,Ernst & Young,Washington,DC,2233021,2233021,Mission Support Orlando,Mission Support,Databases,Financial,ICE Data Management Planning and Support for Financial Systems Modernization,Databases||Financial,Ernst & Young||Ernst & Young
HSCEMS15F00078,Ernst & Young,Ernst & Young,Washington,DC,6108699.29,6108699.29,Mission Support Washington,Mission Support,Databases,Financial,ICE Data Management: Cleansing & Extraction Support Services for Ocfo-Ofm,Databases||Financial,Ernst & Young||Ernst & Young
70CMSD18P00000045,Ernst & Young,Ernst & Young,Washington,DC,98000,98000,Mission Support Dallas,Mission Support,Leadership Training,Research & Professional Development,Leadership Training,Leadership Training||Research & Professional Development,Ernst & Young||Ernst & Young
HSCEMR14F00031,Federal Express,Federal Express,Washington,DC,6974.43,6974.43,Mission Support Dallas,Mission Support,Couriers,Office Supplies,Fedex Domestic Delivery Services,Couriers||Office Supplies,Federal Express||Federal Express
HSCEOP07FCL0016,Federal Management Systems,Federal Management Systems,Washington,DC,116766.01,116766.01,Mission Support Washington,Mission Support,Administrative Management,Consulting,"Deobligate Funding($5,431.83)",Administrative Management||Consulting,Federal Management Systems||Federal Management Systems
HSCEOP07FCL0019,Federal Management Systems,Federal Management Systems,Washington,DC,1274028.26,1274028.26,Mission Support Washington,Mission Support,Administrative Management,Consulting,De-Obligation,Administrative Management||Consulting,Federal Management Systems||Federal Management Systems
HSCEMS08P00094,Colonial Parking,Forge,Washington,DC,66785.28,66785.28,Mission Support Orlando,Mission Support,Parking,Transportation,Close-Out Mod,Parking||Transportation,Colonial Parking||Forge
70CDCR18P00000032,Federal Prison Industries,Government of the United States,Washington,DC,11060,11060,Detention Compliance And Removals,Detention Compliance And Removals,Lotion,Health & Personal Care,Hand and Body Lotion for Port Isabel Detention Center,Lotion||Health & Personal Care,Federal Prison Industries||Government of the United States
70CDCR18P00000091,Federal Prison Industries,Government of the United States,Washington,DC,32824.8,32824.8,Detention Compliance And Removals,Detention Compliance And Removals,T-shirts,Apparel & Leather,T-Shirts for Port Isabel Detention Center,T-shirts||Apparel & Leather,Federal Prison Industries||Government of the United States
HSCEMS16F00053,Graduate School,Graduate School,Washington,DC,17378,17378,Mission Support Washington,Mission Support,Administrative Management,Consulting,Intermediate Federal Accounting Acct8003D for 30 Students,Administrative Management||Consulting,Graduate School||Graduate School
70CMSD18FR0000069,Hamilton Enterprises,Hamilton Enterprises,Washington,DC,4230471.23,14889738.86,Mission Support Dallas,Mission Support,Accounting,Financial,I-9 Support Services,Accounting||Financial,Hamilton Enterprises||Hamilton Enterprises
70CDCR18FR0000035,Jesuit Refugee Service USA,Jesuit Refugee Service USA,Washington,DC,383340,383340,Detention Compliance And Removals,Detention Compliance And Removals,Catholic Mass,Misc.,Religious Services at ICE Service Processing Centers Jesuit Refugee Services,Catholic Mass||Misc.,Jesuit Refugee Service USA||Jesuit Refugee Service USA
HSCEDM15D00007,Jesuit Refugee Service USA,Jesuit Refugee Service USA,Washington,DC,,9526553.99,Detention Management - Laguna,Detention Management,Catholic Mass,Misc.,Religious Services at ICE Service Processing Centers,Catholic Mass||Misc.,Jesuit Refugee Service USA||Jesuit Refugee Service USA
HSCEDM15F00023,Jesuit Refugee Service USA,Jesuit Refugee Service USA,Washington,DC,2038901.19,2038901.19,Detention Management - Laguna,Detention Management,Catholic Mass,Misc.,Religious Services for ICE Service Processing Centers,Catholic Mass||Misc.,Jesuit Refugee Service USA||Jesuit Refugee Service USA
HSCEDM17F00038,Jesuit Refugee Service USA,Jesuit Refugee Service USA,Washington,DC,1080484.82,1080484.82,Detention Compliance And Removals,Detention Compliance And Removals,Catholic Mass,Misc.,Religious Services at ICE Service Processing Centers Jesuit Refugee Services,Catholic Mass||Misc.,Jesuit Refugee Service USA||Jesuit Refugee Service USA
HSCECR16F00004,McKinsey & Company,McKinsey & Company,Washington,DC,3804198.35,4965569.74,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Change Management and Management Consulting Services for Ero,Administrative Management||Consulting,McKinsey & Company||McKinsey & Company
HSCECR17F00003,Mckinsey & Company,McKinsey & Company,Washington,DC,22766583.1,26840995.12,Detention Compliance And Removals,Detention Compliance And Removals,Administrative Management,Consulting,Integrated Management Consulting Services,Administrative Management||Consulting,Mckinsey & Company||McKinsey & Company
HSCEMR17P00004,Neal R. Gross & Company,Neal R. Gross & Company,Washington,DC,3490,3490,Mission Support Orlando,Mission Support,Court Services,Legal,Court Reporter Service,Court Services||Legal,Neal R. Gross & Company||Neal R. Gross & Company
HSCEMD14F00044,Parker Tide,Parker Tide,Washington,DC,1515950.64,4019654.01,Detention Compliance And Removals,Detention Compliance And Removals,Investigations,Carceral Services,Human Capital/Labor Relations Support Services,Investigations||Carceral Services,Parker Tide||Parker Tide
HSCEMD14J00025,Parker Tide,Parker Tide,Washington,DC,2061067.06,7310951.86,Detention Compliance And Removals,Detention Compliance And Removals,Investigations,Carceral Services,OHC Operational Classification Activities,Investigations||Carceral Services,Parker Tide||Parker Tide
HSCEMD17F00258,Parker Tide,Parker Tide,Washington,DC,423786.3,3389693.6,Mission Support Dallas,Mission Support,Investigations,Carceral Services,Employee and Labor Relations Support Services,Investigations||Carceral Services,Parker Tide||Parker Tide
HSCETC15F00021,PG Public Services,PG Public Services,Washington,DC,454729.53,483885.98,Mission Support Washington,Mission Support,IT Support,IT,SDD Tecs Modernization QA Support,IT Support||IT,PG Public Services||PG Public Services
HSCEMS16P00033,Portals Hotel Site,Portals Hotel Site,Washington,DC,11892.5,11892.5,Mission Support Washington,Mission Support,Conferences,Trade & Manufacturing,"Mission Support Global Training to Be Held at the Mandarin Oriental Hotel From June 27 - June 30, 2016.",Conferences||Trade & Manufacturing,Portals Hotel Site||Portals Hotel Site
HSCEMR13F00027,RHG Group,RHG Group,Washington,DC,2272907.16,4434836.77,Mission Support Dallas,Mission Support,Ground Transportation,Transportation,"Other Functions: Employee Transportation Service, Washington Dc",Ground Transportation||Transportation,RHG Group||RHG Group
HSCEMR16F00015,Sayres & Associates,Sayres & Associates,Washington,DC,284228.27,284228.27,Mission Support Orlando,Mission Support,Administrative Management,Consulting,Training ICEa Charleston,Administrative Management||Consulting,Sayres & Associates||Sayres & Associates
HSCEMD17P00101,Simple Technology Solutions,Simple Technology Solutions,Washington,DC,605662.06,605662.06,Mission Support Dallas,Mission Support,Tools,Retail,Tool Kits,Tools||Retail,Simple Technology Solutions||Simple Technology Solutions
HSCEMR14P00016,Interpark,Teachers Insurance and Annuity Association of America,Washington,DC,1114860,1114860,Mission Support Dallas,Mission Support,Parking,Transportation,Parking Spaces at Techworld,Parking||Transportation,Interpark||Teachers Insurance and Annuity Association of America
HSCEMS12P00004,CQ-Roll Call,The Economist,Washington,DC,27444,27444,Mission Support Orlando,Mission Support,Periodicals,IT,Congressional Quarterly Subscription Renewal,Periodicals||IT,CQ-Roll Call||The Economist
HSCEMS16P00044,CQ-Roll Call,The Economist,Washington,DC,15870,15870,Mission Support Washington,Mission Support,Periodicals,IT,Congressional Quarterly Online Subscription,Periodicals||IT,CQ-Roll Call||The Economist
HSCETC17J00016,Tsymmetry,Tsymmetry,Washington,DC,4450845.37,10969808.07,Information Technology Division,Information Technology,Databases,IT,Student and Exchange Visitor Information System (SEVIS) Level Ii Application Services,Databases||IT,Tsymmetry||Tsymmetry
HSCEMR14F00029,United Parcel Service,United Parcel Service,Washington,DC,7005.11,7005.11,Mission Support Dallas,Mission Support,Couriers,Office Supplies,UPS Domestic Delivery Services,Couriers||Office Supplies,United Parcel Service||United Parcel Service
HSCEMS17J00021,Urban Adventures at Gallery Place,Urban Adventures at Gallery Place,Washington,DC,63960,127920,Mission Support Washington,Mission Support,Gym Memberships,Sports & Rec,New BPA Call/Task Order for OAQ Staff Gym/Fitness Membership Services,Gym Memberships||Sports & Rec,Urban Adventures at Gallery Place||Urban Adventures at Gallery Place
HSCEMS17J00025,Urban Adventures at Gallery Place,Urban Adventures at Gallery Place,Washington,DC,97500,97500,Mission Support Washington,Mission Support,Gym Memberships,Sports & Rec,New Call/Task Order for the Ocio Gym Support Services,Gym Memberships||Sports & Rec,Urban Adventures at Gallery Place||Urban Adventures at Gallery Place
HSCEMD15F00007,Xerox,Xerox,Washington,DC,7081.12,7081.12,Mission Support Washington,Mission Support,Copiers,Office Supplies,Copier and Maintenance,Copiers||Office Supplies,Xerox||Xerox
70CMSD18FR0000043,Xerox,Xerox,Washington,DC,4192,4192,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,Black and White Multi-Functional Device Pius Maintenance,Copiers||Trade & Manufacturing,Xerox||Xerox
70CMSD18FR0000115,Xerox,Xerox,Washington,DC,3444,3444,Mission Support Dallas,Mission Support,Copiers,Trade & Manufacturing,MFD Pius Maintenance,Copiers||Trade & Manufacturing,Xerox||Xerox
HSCEMS16P00064,Online Consulting,Online Consulting,Wilmington,DE,9600,9600,Mission Support Washington,Mission Support,Professional Development,Research & Professional Development,Excel Training for 4 Days Including Intermediate Excel and Advance Excel.,Professional Development||Research & Professional Development,Online Consulting||Online Consulting
70CMSD18FR0000036,Sumuri,Sumuri,Camden,DE,9027.96,9027.96,Mission Support Dallas,Mission Support,Computers,Telecom,Supply of Laptops Computers,Computers||Telecom,Sumuri||Sumuri
HSCEMR12C00002,A. Harold And Associates,A. Harold And Associates,Jacksonville,FL,1910766.88,1910766.88,Mission Support Dallas,Mission Support,Professional Development,Research & Professional Development,Spanish Language Instruction,Professional Development||Research & Professional Development,A. Harold And Associates||A. Harold And Associates
70CMSD18P00000070,Acams,Acams,Miami,FL,5000,5000,Mission Support Dallas,Mission Support,Administrative Management,Research & Professional Development,Ifpcu Cornerstone Outreach & Collaboration,Administrative Management||Research & Professional Development,Acams||Acams
HSCECR17F00001,Aircraft Transport Services,Aircraft Transport Services,Palm City,FL,13294869,23597767,Detention Compliance And Removals,Detention Compliance And Removals,Air Charter,Transportation,Long Range International Charter Flights,Air Charter||Transportation,Aircraft Transport Services||Aircraft Transport Services
70CDCR18FC0000002,American Purchasing Services,American Purchasing Services,Miramar,FL,623521.16,623521.16,Detention Compliance And Removals,Detention Compliance And Removals,Medical Supplies,Health & Personal Care,Medical Supplies for Ihsc Facilities (AMD),Medical Supplies||Health & Personal Care,American Purchasing Services||American Purchasing Services
70CDCR18FC0000024,American Purchasing Services,American Purchasing Services,Miramar,FL,5866.45,5866.45,Detention Compliance And Removals,Detention Compliance And Removals,Medical Supplies,Health & Personal Care,Defibrillation Pads and Lithium Batteries,Medical Supplies||Health & Personal Care,American Purchasing Services||American Purchasing Services
HSCEDM16J00026,American Purchasing Services,American Purchasing Services,Miramar,FL,854980.84,854980.84,Detention Compliance And Removals,Detention Compliance And Removals,Medical Supplies,Health & Personal Care,Medical Supplies for Ihsc Facilities,Medical Supplies||Health & Personal Care,American Purchasing Services||American Purchasing Services
HSCEDM13P00105,B.V. Oil Company,B.V. Oil Company,Miami,FL,45707.67,45707.67,Detention Compliance And Removals,Detention Compliance And Removals,Gas,Transportation,Diesel and Gas to Krome Service Processing Center,Gas||Transportation,B.V. Oil Company||B.V. Oil Company
HSCECR15P00006,Best-Tec Asbestos Abatement,Best-Tec Asbestos Abatement,Boynton Beach,FL,41692,77384,Information Technology Division,Information Technology,Remediation Services,Trade & Manufacturing,Krome Gun Range Cleanup,Remediation Services||Trade & Manufacturing,Best-Tec Asbestos Abatement||Best-Tec Asbestos Abatement
70CTD018FR0000138,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,12650,12650,Information Technology Division,Information Technology,Computer Accessories,IT,IT Commodities,Computer Accessories||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
HSCETE17J00258,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,4190,4190,Information Technology Division,Information Technology,Computer Accessories,IT,Computer Parts,Computer Accessories||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CMSD18FR0000072,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,7300,7300,Mission Support Dallas,Mission Support,Computer Peripherals,IT,External Hard Drives,Computer Peripherals||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CTD018FR0000070,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,12425.57,12425.57,Information Technology Division,Information Technology,Computers,IT,IT Equipment,Computers||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CTD018FR0000075,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,182500,182500,Information Technology Division,Information Technology,Computers,IT,IT Hardware,Computers||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CTD018FR0000102,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,8775,8775,Information Technology Division,Information Technology,Network,IT,Dell Poweredege Server,Network||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CTD018FR0000148,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,65975,65975,Information Technology Division,Information Technology,Phones,IT,Phones,Phones||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
HSCETE17J00532,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,4725,4725,Information Technology Division,Information Technology,Printers,IT,Printers,Printers||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CMSD18FR0000111,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,5595,5595,Mission Support Dallas,Mission Support,Scanners,IT,Scanner,Scanners||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CMSD18FR0000125,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,4600,4600,Mission Support Dallas,Mission Support,Scanners,IT,Scanners,Scanners||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CTD018FR0000005,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,77740,231760,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CTD018FR0000057,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,4567.4,4567.4,Information Technology Division,Information Technology,Software Licenses,IT,Software,Software Licenses||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CTD018FR0000059,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,12125,12125,Information Technology Division,Information Technology,Software Licenses,IT,Cisco Products,Software Licenses||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
70CTD018FR0000113,C & C International Computers & Consultants,C & C International Computers & Consultants,Hollywood,FL,7290,7290,Information Technology Division,Information Technology,Surveillance Equipment,IT,Equipment in Support of Opr Cyber Investigations Webview,Surveillance Equipment||IT,C & C International Computers & Consultants||C & C International Computers & Consultants
HSCEDM17P00095,CIH Support,CIH Support,Cocoa Beach,FL,10157.4,52849.08,Detention Compliance And Removals,Detention Compliance And Removals,Lab Testing,Legal,Dosimetry,Lab Testing||Legal,CIH Support||CIH Support
HSCEMD16P00034,City of Orlando,City of Orlando,Orlando,FL,10700,18700,Mission Support Dallas,Mission Support,Amusement,Sports & Rec,Lease A Firearm Training Facility,Amusement||Sports & Rec,City of Orlando||City of Orlando
HSCEMR10P00025,Commercial Moving Solutions,Commercial Moving Solutions,Fort Myers,FL,7000,7000,Mission Support Dallas,Mission Support,Packing,Transportation,Packing and Moving Ft. Myers Office,Packing||Transportation,Commercial Moving Solutions||Commercial Moving Solutions
HSCEMD17D00004,Comprehensive Health Services,Comprehensive Health Services,Cape Canaveral,FL,,2941314.94,Mission Support Dallas,Mission Support,Medical Staffing,Research & Professional Development,Bridge Contract for Medical Services,Medical Staffing||Research & Professional Development,Comprehensive Health Services||Comprehensive Health Services
70CMSD18P00000019,Comprehensive Health Services,Comprehensive Health Services,Cape Canaveral,FL,742022.94,742022.94,Mission Support Dallas,Mission Support,Medical Testing,Research & Professional Development,Pre Employment Medical Services,Medical Testing||Research & Professional Development,Comprehensive Health Services||Comprehensive Health Services
HSCEMD16P00038,County of Hillsborough,County of Hillsborough,Tampa,FL,12049,22417,Mission Support Dallas,Mission Support,Amusement,Sports & Rec,Range Fees,Amusement||Sports & Rec,County of Hillsborough||County of Hillsborough
HSCEMS16P00024,Crowne Plaza Tampa Westshore,Crowne Plaza Tampa Westshore,Tampa,FL,4270,4270,Mission Support Washington,Mission Support,Conferences,Hotels,"Room Rental and Audio Visual Equipment - HSI Fy16 Image Forum in Tampa, Fl On August 11, 2016",Conferences||Hotels,Crowne Plaza Tampa Westshore||Crowne Plaza Tampa Westshore
70CMSD18FR0000013,Dollar Thrifty Automotive Group,Dollar Thrifty Automotive Group,Estero,FL,21427.71,21427.71,Mission Support Dallas,Mission Support,Car Rental,Transportation,Rental Vehicles,Car Rental||Transportation,Dollar Thrifty Automotive Group||Dollar Thrifty Automotive Group
70CMSD18FR0000008,DTC Communications,DTC Communications,Pinellas Park,FL,4447,4447,Mission Support Dallas,Mission Support,Surveillance Equipment,Telecom,Supply of Surveillance Equipment,Surveillance Equipment||Telecom,DTC Communications||DTC Communications
70CMSD18FR0000024,DTC Communications,DTC Communications,Pinellas Park,FL,8709.64,8709.64,Mission Support Dallas,Mission Support,Surveillance Equipment,Telecom,Surveillance Equipment,Surveillance Equipment||Telecom,DTC Communications||DTC Communications
70CMSD18FR0000079,DTC Communications,DTC Communications,Pinellas Park,FL,205710,205710,Mission Support Dallas,Mission Support,Surveillance Equipment,Telecom,Covert Electronic Surveillance Equipment,Surveillance Equipment||Telecom,DTC Communications||DTC Communications
HSCEMD14J00061,DTC Communications,DTC Communications,Pinellas Park,FL,19942847.22,30499360.08,Detention Compliance And Removals,Detention Compliance And Removals,Surveillance Equipment,Telecom,Undercover Equipment,Surveillance Equipment||Telecom,DTC Communications||DTC Communications
70CMSD18FR0000054,DTC Communications,DTC Communications,Pinellas Park,FL,5786,5786,Mission Support Dallas,Mission Support,Vehicles,Telecom,Remote Car Disabling Kit,Vehicles||Telecom,DTC Communications||DTC Communications
70CDCR18P00000042,Federal Contracts,Federal Contracts,Tampa,FL,5563.03,5563.03,Detention Compliance And Removals,Detention Compliance And Removals,Vehicles,Transportation,Electric Golf Cart,Vehicles||Transportation,Federal Contracts||Federal Contracts
70CDCR18FC0000005,G4S Secure Solutions (USA),G4S,Palm Beach Gardens,FL,3846600,3846600,Detention Compliance And Removals,Detention Compliance And Removals,Guards,Carceral Services,Transportation (Detention Officer) Services,Guards||Carceral Services,G4S Secure Solutions (USA)||G4S
70CDCR18FC0000006,G4S Secure Solutions (USA),G4S,Palm Beach Gardens,FL,3332333,3332333,Detention Compliance And Removals,Detention Compliance And Removals,Guards,Carceral Services,Transportation (Detention Officer) Services,Guards||Carceral Services,G4S Secure Solutions (USA)||G4S
70CDCR18FC0000007,G4S Secure Solutions (USA),G4S,Palm Beach Gardens,FL,4795993,4795993,Detention Compliance And Removals,Detention Compliance And Removals,Guards,Carceral Services,Transportation (Detention Officer) Services,Guards||Carceral Services,G4S Secure Solutions (USA)||G4S
HSCEDM16J00034,G4S Secure Solutions (USA),G4S,Palm Beach Gardens,FL,4336875.83,4336875.83,Detention Management - Laguna,Detention Management,Guards,Carceral Services,Detention Officer (Transportation) Services,Guards||Carceral Services,G4S Secure Solutions (USA)||G4S
HSCEDM17F00022,G4S Secure Solutions (USA),G4S,Palm Beach Gardens,FL,4263100,4263100,Detention Compliance And Removals,Detention Compliance And Removals,Guards,Carceral Services,Detention Officer (Transportation) Services,Guards||Carceral Services,G4S Secure Solutions (USA)||G4S
HSCEDM17F00059,G4S Secure Solutions (USA),G4S,Palm Beach Gardens,FL,4796046.28,4796046.28,Detention Management - Laguna,Detention Management,Guards,Carceral Services,Detention Officer (Transportation) Services,Guards||Carceral Services,G4S Secure Solutions (USA)||G4S
HSCEDM17F00064,G4S Secure Solutions (USA),G4S,Palm Beach Gardens,FL,2391666.48,2391666.48,Detention Compliance And Removals,Detention Compliance And Removals,Guards,Carceral Services,Detention Officer (Transportation) Services.,Guards||Carceral Services,G4S Secure Solutions (USA)||G4S
70CDCR18FC0000011,GEO Group,GEO Group,Boca Raton,FL,2296183.66,2296183.66,Detention Compliance And Removals,Detention Compliance And Removals,Correctional Institutions,Carceral Services,Rio Grande Detention Center,Correctional Institutions||Carceral Services,GEO Group||GEO Group
HSCEDM17J00008,GEO Group,GEO Group,Boca Raton,FL,5654320.62,5654320.62,Detention Management - Laguna,Detention Management,Correctional Institutions,Carceral Services,Rio Grande Detention Center,Correctional Institutions||Carceral Services,GEO Group||GEO Group
70CDCR18P00000084,Cornell Companies,GEO Group,Boca Raton,FL,757.3,757.3,Detention Compliance And Removals,Detention Compliance And Removals,Detention Services,Carceral Services,Use of This Facility Due to Possible Inclement Weather and Hazardous Driving Conditions.,Detention Services||Carceral Services,Cornell Companies||GEO Group
HSCEDM16J00044,GEO Care,GEO Group,Boca Raton,FL,1911358.29,1911358.29,Detention Compliance And Removals,Detention Compliance And Removals,Detention Services,Carceral Services,IGF::CT::IGF,Detention Services||Carceral Services,GEO Care||GEO Group
HSCEDM16J00046,GEO Care,GEO Group,Boca Raton,FL,2147276.63,2147276.63,Detention Compliance And Removals,Detention Compliance And Removals,Detention Services,Carceral Services,IGF::CT::IGF,Detention Services||Carceral Services,GEO Care||GEO Group
HSCEDM16J00047,GEO Care,GEO Group,Boca Raton,FL,2190859.07,2190859.07,Detention Management - Laguna,Detention Management,Detention Services,Carceral Services,Family Case Management Services,Detention Services||Carceral Services,GEO Care||GEO Group
HSCEDM16J00048,GEO Care,GEO Group,Boca Raton,FL,1908606.19,1908606.19,Detention Compliance And Removals,Detention Compliance And Removals,Detention Services,Carceral Services,IGF::CT::IGF,Detention Services||Carceral Services,GEO Care||GEO Group
